TIERS,PLAYER NAME,TEAM,RK,POS,BEST,WORST,AVG.,STD.DEV
13,Marcus Mariota,LV,432,QB44,297,433,359.6,32.2
13,Tyler Eifert,FA,433,TE59,282,413,327.7,42.5
13,Danny Amendola,FA,434,WR142,286,420,339.3,33
13,Mohamed Sanu,SF,435,WR143,268,415,340.5,35.9
13,Willie Snead IV,LV,436,WR144,298,405,359.2,30.5
13,Cedrick Wilson,DAL,437,WR145,297,416,353.2,29.6
13,Kalif Raymond,DET,438,WR146,240,423,339.2,51
13,Devine Ozigbo,JAC,439,RB117,271,437,340.6,39
13,Hunter Long,MIA,440,TE60,317,411,359.5,21.3
13,Darren Fells,DET,441,TE61,260,426,350.5,42.2
13,Larry Fitzgerald,FA,442,WR147,263,424,331,41.6
13,Cornell Powell,KC,443,WR148,265,466,346.7,54.9
13,Anthony Schwartz,CLE,444,WR149,322,648,384.5,72.6
13,Marquise Goodwin,CHI,445,WR150,289,666,378.8,84.6
13,Mitchell Trubisky,BUF,446,QB45,326,446,360.6,32.8
13,Trayveon Williams,CIN,447,RB118,223,419,324.3,52.7
13,Darwin Thompson,TB,448,RB119,273,432,343.7,44.8
13,David Moore,LV,449,WR151,234,408,332.1,55.5
13,Jeremy McNichols,TEN,450,RB120,306,447,360.7,36.9
13,Lil'Jordan Humphrey,NO,451,WR152,279,425,344.3,46.6
13,Alshon Jeffery,FA,452,WR153,271,440,347.2,40
13,Bryce Love,FA,453,RB121,310,430,354.4,33
13,Jace Sternberger,GB,454,TE62,316,429,352.5,29.6
13,Devonta Freeman,FA,455,RB122,305,443,352.6,42.4
13,Noah Gray,KC,456,TE63,250,449,354,56.9
13,Gerrid Doaks,MIA,457,RB123,316,456,360.6,37.1
13,Brycen Hopkins,LAR,458,TE64,321,428,363,29.8
13,Patrick Ricard,BAL,459,RB124,264,477,335.8,60.9
13,Ty Montgomery,NO,460,RB125,296,444,351.2,43.4
13,D'Ernest Johnson,CLE,461,RB126,322,448,367.4,35.8
13,Tommy Tremble,CAR,462,TE65,267,439,341.8,48.8
13,Nick Vannett,NO,463,TE66,340,462,377.9,31.8
13,Gary Brightwell,NYG,464,RB127,329,494,379.8,43.8
13,Pharaoh Brown,HOU,465,TE67,282,463,351.1,54.6
13,Keith Smith,ATL,466,RB128,296,466,353.8,52.4
13,Mekhi Sargent,TEN,467,RB129,259,561,358.8,87.9
13,Tucker McCann,TEN,468,K42,272,353,325.3,24.9
13,Ryan Griffin,NYJ,469,TE68,315,453,366.9,38.8
13,C.J. Ham,MIN,470,RB130,236,451,329.9,67.1
13,Braxton Berrios,NYJ,471,WR154,339,452,373.5,31.9
13,Alec Ingold,LV,472,RB131,277,475,359.9,61.1
13,Trent Sherfield,SF,473,WR155,265,501,378,79.8
13,Kelvin Harmon,WAS,474,WR156,311,487,384.3,53
13,Frank Darby,ATL,475,WR157,341,464,388.7,40.7
13,Chad Beebe,FA,476,WR158,309,441,361.3,42.7
13,Khari Blasingame,TEN,477,RB132,316,505,368,64.4
13,K.J. Osborn,MIN,478,WR159,348,512,410.7,60.4
13,Chris Manhertz,JAC,479,TE69,290,469,378,52
13,LeSean McCoy,FA,480,RB133,345,510,384.5,57.3
13,Zay Jones,LV,481,WR160,315,457,385.3,53.1
13,Kahale Warring,BUF,482,TE70,269,434,340,56.1
13,Richard Rodgers,FA,483,TE71,294,474,358.8,63.4
13,Dazz Newsome,CHI,484,WR161,286,653,407.8,123.2
13,Richie James Jr.,SF,485,WR162,315,471,367.8,57
13,Andre Roberts,HOU,486,WR163,268,516,369.8,81.1
13,Corey Clement,DAL,487,RB134,289,508,373.4,77
13,Shi Smith,CAR,488,WR164,313,493,380.8,63.6
13,Kenny Stills,BUF,489,WR165,343,459,381,42.3
13,Christian Blake,ATL,490,WR166,329,486,382.8,55.6
13,Jaelon Darden,TB,491,WR167,321,652,429,111.1
13,Ross Dwelley,SF,492,TE72,327,467,386.2,45.7
13,Marcedes Lewis,GB,493,TE73,334,492,390.4,54.6
13,Ameer Abdullah,MIN,494,RB135,356,473,391.2,42.5
13,Darrell Daniels,ARI,495,TE74,357,472,396.4,39.4
13,Andy Janovich,CLE,496,RB136,312,592,397,100
13,Dwayne Haskins,PIT,497,QB46,352,520,399,61.2
13,Elijhaa Penny,NYG,498,RB137,289,386,343,34.8
13,Jaylen Samuels,PIT,499,RB138,256,535,344.8,112
13,Equanimeous St. Brown,GB,500,WR168,331,489,404.8,59.7
13,Cameron Batson,TEN,501,WR169,265,450,348,66.5
13,Mike Strachan,IND,502,WR170,262,570,406,108.5
13,Jakeem Grant Sr.,MIA,503,WR171,301,454,352.5,61.3
13,Trey Burton,FA,504,TE75,190,479,355.8,105
13,D'Onta Foreman,FA,505,RB139,292,461,360,70.8
13,Aldrick Rosas,FA,506,K43,178,353,272,72
13,Blake Bell,KC,507,TE76,238,484,362.5,87.3
13,Michael Burton,KC,508,RB140,280,500,364.5,83.9
13,Frank Gore,FA,509,RB141,288,460,365,62.1
13,Demetric Felton,CLE,510,WR172,297,442,366.5,55.7
13,Tre Harbison,CLE,511,RB142,278,518,371.8,89.7
13,Durham Smythe,MIA,512,TE77,285,488,379.5,72.3
13,Josh Oliver,BAL,513,TE78,366,543,433,67.3
13,Luke Farrell,JAC,514,TE79,345,578,435,95.4
13,Kenny Yeboah,NYJ,515,TE80,344,569,436,100.9
14,J.J. Arcega-Whiteside,PHI,516,WR173,344,458,389.8,42.5
14,Tre' McKitty,LAC,517,TE81,354,465,390.3,43.8
14,Kellen Mond,MIN,518,QB47,312,511,392.3,73.2
14,Marquez Stevenson,BUF,519,WR174,338,672,448.4,116.8
14,Jamal Agnew,JAC,520,WR175,333,517,394.3,72.6
14,Simi Fehoko,DAL,521,WR176,351,650,448.2,110.5
14,Hunter Bryant,DET,522,TE82,350,490,399.3,53.7
14,Raymond Calais,LAR,523,RB143,321,544,402,85
14,Phillip Walker,CAR,524,QB48,331,513,406.5,66.3
14,Tavon Austin,JAC,525,WR177,366,504,406.8,56.4
14,Andrew Jacas,SF,526,K44,326,347,336.3,8.6
14,Nick Foles,CHI,527,QB49,354,522,410.5,65.9
14,Trenton Cannon,FA,528,RB144,207,480,337.7,111.8
14,Brandon Bolden,NE,529,RB145,357,546,414.8,76.3
14,Adam Shaheen,MIA,530,TE83,284,464,355.3,78.1
14,Jakob Johnson,NE,531,RB146,195,491,357.7,122.6
14,Tim Tebow,JAC,532,TE84,246,498,358.3,104.7
14,Otis Anderson Jr.,LAR,533,RB147,227,541,363,131.6
14,Tommy Sweeney,BUF,534,TE85,367,506,436.5,68
14,Theo Riddick,LV,535,RB148,277,576,383,136.7
14,Patrick Laird,MIA,536,RB149,280,582,383.7,140.3
14,Dedrick Mills,FA,537,RB150,295,526,393.3,97.4
14,Pooka Williams Jr.,CIN,538,RB151,336,512,394.7,83
14,Gunner Olszewski,NE,539,WR178,347,495,399.7,67.5
14,Noah Brown,DAL,540,WR179,342,635,468.3,113.2
14,Reggie Gilliam,BUF,541,RB152,349,536,413.3,86.8
14,Jonathan Ward,ARI,542,RB153,362,509,415,66.7
14,KhaDarel Hodge,DET,543,WR180,317,549,417,97.4
14,Jacoby Brissett,MIA,544,QB50,387,487,423.7,45
14,K.J. Hill Jr.,LAC,545,WR181,369,532,425,75.7
14,Ray-Ray McCloud,PIT,546,WR182,328,501,430.3,74.1
14,Isaiah Coulter,CHI,547,WR183,271,532,435,116.6
14,Cade Johnson,SEA,548,WR184,373,530,435.3,68
14,Geronimo Allison,FA,549,WR185,371,654,492,122.4
14,Antonio Callaway,FA,550,WR186,384,527,440.7,62
14,Javon Wims,FA,551,WR187,372,579,442.3,96.7
14,T.J. Yeldon,FA,552,RB154,336,359,347.5,11.5
14,Jaeden Graham,ATL,553,TE86,360,548,444.3,78
14,Johnny Mundt,LAR,554,TE87,247,468,357.5,110.5
14,Alex Armah Jr.,NO,555,RB155,203,523,363,160
14,Nate McCrary,DEN,556,RB156,347,392,369.5,22.5
14,Trey Ragas,LV,557,RB157,379,386,382.5,3.5
14,Jauan Jennings,SF,558,WR188,287,597,466.3,131.2
14,Justin Watson,TB,559,WR189,349,571,467,91.2
14,Phillip Dorsett II,JAC,560,WR190,326,455,390.5,64.5
14,Ben Skowronek,LAR,561,WR191,377,573,474.3,80
14,Marcus Kemp,KC,562,WR192,384,604,474.3,94
14,Malcolm Perry,NE,563,WR193,377,429,403,26
14,Trinity Benson,DET,564,WR194,362,600,480,97.2
14,Chris Rowland,FA,565,WR195,376,446,411,35
14,Charlie Woerner,SF,566,TE88,339,596,485.3,107.9
14,John Hightower,PHI,567,WR196,354,481,417.5,63.5
14,Sam Ehlinger,IND,568,QB51,320,538,429,109
14,Chris Hogan,FA,569,WR197,357,507,432,75
14,Devin Funchess,FA,570,WR198,236,669,452.5,216.5
14,Ricky Seals-Jones,WAS,571,TE89,360,525,442.5,82.5
14,Tajae Sharpe,ATL,572,WR199,392,499,445.5,53.5
14,John Bates,WAS,573,TE90,369,528,448.5,79.5
14,Mike Thomas,CIN,574,WR200,373,595,510,97.8
14,James Proche,BAL,575,WR201,359,540,449.5,90.5
14,Brandon Zylstra,CAR,576,WR202,367,675,525.3,125.9
14,Kevin White,NO,577,WR203,346,615,513.7,119.4
14,Lee Smith,ATL,578,TE91,386,524,455,69
14,Jared Pinkney,DET,579,TE92,342,570,456,114
14,Lamar Miller,WAS,580,RB158,331,584,457.5,126.5
14,Derek Carrier,LV,581,TE93,338,577,457.5,119.5
14,Zach Gentry,PIT,582,TE94,373,542,457.5,84.5
14,Seth Williams,DEN,583,WR204,392,647,522.7,104.2
14,Trevon Wesco,NYJ,584,TE95,393,531,462,69
14,Stephen Anderson,LAC,585,TE96,379,552,465.5,86.5
14,Daniel Brown,NYJ,586,TE97,399,533,466,67
14,Eric Saubert,DEN,587,TE98,375,559,467,92
14,Ashton Dulin,IND,588,WR205,387,547,467,80
14,Cethan Carter,MIA,589,TE99,390,550,470,80
14,Nick Bowers,LV,590,TE100,404,537,470.5,66.5
14,Devin Asiasi,NE,591,TE101,427,514,470.5,43.5
14,Mason Rudolph,PIT,592,QB52,387,555,471,84
14,DaeSean Hamilton,DEN,593,WR206,356,588,472,116
14,Jeremy Sprinkle,DAL,594,TE102,364,590,477,113
14,Garrett Griffin,NO,595,TE103,410,554,482,72
14,Daurice Fountain,KC,596,WR207,412,553,482.5,70.5
14,Jake Kumerow,BUF,597,WR208,353,663,543.3,136.1
14,Malik Taylor,GB,598,WR209,356,659,543.7,133.9
14,KeeSean Johnson,PHI,599,WR210,428,545,486.5,58.5
14,J.P. Holtz,CHI,600,TE104,408,568,488,80
14,Ryan Izzo,NYG,601,TE105,395,585,490,95
14,Kaden Smith,NYG,602,TE106,445,539,492,47
14,Diontae Spencer,DEN,603,WR211,433,556,494.5,61.5
15,Nick Westbrook-Ikhine,TEN,604,WR212,390,642,545.7,111.1
15,Rodney Adams,CHI,605,WR213,368,681,524.5,156.5
15,Chad Henne,KC,606,QB53,381,622,501.5,120.5
15,Alex Erickson,FA,607,WR214,405,600,502.5,97.5
15,Charlie Taumoepeau,DET,608,TE107,439,574,506.5,67.5
15,Joe Reed,LAC,609,WR215,456,563,509.5,53.5
15,Thaddeus Moss,CIN,610,TE108,454,566,510,56
15,Brandon Dillon,MIN,611,TE109,467,558,512.5,45.5
15,Tyler Huntley,BAL,612,QB54,397,630,513.5,116.5
15,Dominique Dafney,GB,613,TE110,450,581,515.5,65.5
15,Mitchell Wilcox,CIN,614,TE111,457,575,516,59
15,Mason Schreck,CIN,615,TE112,459,578,518.5,59.5
15,Dalton Keene,NE,616,TE113,443,599,521,78
15,Colin Thompson,CAR,617,TE114,471,583,527,56
15,Giovanni Ricci,CAR,618,TE115,482,587,534.5,52.5
15,DeAndre Carter,WAS,619,WR216,483,586,534.5,51.5
15,Farrod Green,IND,620,TE116,520,564,542,22
15,Chris Moore,FA,621,WR217,534,551,542.5,8.5
15,Trishton Jackson,MIN,622,WR218,472,618,545,73
15,Sammis Reyes,WAS,623,TE117,499,591,545,46
15,Dan Chisena,MIN,624,WR219,505,589,547,42
15,Kendall Hinton,DEN,625,WR220,500,595,547.5,47.5
15,Colby Parkinson,SEA,626,TE118,531,565,548,17
15,Riley Ridley,FA,627,WR221,477,621,549,72
15,Nsimba Webster,CHI,628,WR222,523,594,558.5,35.5
15,Jack Stoll,PHI,629,TE119,524,597,560.5,36.5
15,Sage Surratt,DET,630,WR223,497,686,591.5,94.5
15,Jesper Horsted,CHI,631,TE120,529,602,565.5,36.5
15,Dax Milne,WAS,632,WR224,536,603,569.5,33.5
15,Chester Rogers,TEN,633,WR225,574,593,583.5,9.5
16,Sean McKeon,DAL,634,TE121,562,609,585.5,23.5
16,Trent Taylor,CIN,635,WR226,552,631,591.5,39.5
16,Dezmon Patmon,IND,636,WR227,572,612,592,20
16,T.J. Vasher,DAL,637,WR228,581,607,594,13
16,Penny Hart,SEA,638,WR229,598,606,602,4
16,Stephen Guidry,DAL,639,WR230,593,613,603,10
16,Racey McMath,TEN,640,WR231,601,606,603.5,2.5
16,Marcus Johnson,TEN,641,WR232,598,629,613.5,15.5
16,D.J. Montgomery,NYJ,642,WR233,596,700,648,52
16,Stanley Morgan Jr.,CIN,643,WR234,608,670,639,31
16,Antoine Wesley,ARI,644,WR235,611,633,622,11
16,Jeff Smith,NYJ,645,WR236,617,651,634,17
16,Tom Kennedy,DET,646,WR237,619,684,651.5,32.5
16,Dante Pettis,NYG,647,WR238,632,656,644,12
